1,1,43
1,10,28
1,20,27
1,30,8
1,40,14
1,50,4
1,60,22
1,70,4
1,80,14
1,90,8
1,100,5
1,110,6
1,120,5
1,130,7
1,140,4
1,150,5
1,160,7
1,170,6
1,180,5
1,190,4
1,200,5
1,210,5
1,220,5
1,230,5
1,240,4
1,250,5
50,1,2840
50,10,6054
50,20,139
50,30,4088
50,40,84
50,50,30
50,60,36
50,70,33
50,80,65
50,90,55
50,100,34
50,110,39
50,120,26
50,130,17
50,140,12
50,150,32
50,160,17
50,170,15
50,180,21
50,190,82
50,200,39
50,210,12
50,220,14
50,230,9
50,240,28
50,250,9
100,1,749
100,10,298
100,20,1332
100,30,2406
100,40,127
100,50,164
100,60,74
100,70,104
100,80,140
100,90,57
100,100,42
100,110,35
100,120,40
100,130,39
100,140,50
100,150,32
100,160,38
100,170,108
100,180,26
100,190,21
100,200,24
100,210,35
100,220,18
100,230,32
100,240,40
100,250,15
150,1,7979
150,10,1986
150,20,170
150,30,1778
150,40,138
150,50,125
150,60,71
150,70,118
150,80,130
150,90,64
150,100,45
150,110,100
150,120,61
150,130,1738
150,140,67
150,150,60
150,160,96
150,170,119
150,180,93
150,190,30
150,200,36
150,210,19
150,220,40
150,230,47
150,240,22
150,250,33
200,1,4706
200,10,1343
200,20,183
200,30,6863
200,40,163
200,50,987
200,60,6073
200,70,1053
200,80,1964
200,90,69
200,100,3807
200,110,73
200,120,94
200,130,185
200,140,83
200,150,188
200,160,145
200,170,104
200,180,97
200,190,49
200,200,41
200,210,40
200,220,39
200,230,50
200,240,28
200,250,27
250,1,3365
250,10,1089
250,20,1964
250,30,2042
250,40,100
250,50,188
250,60,2416
250,70,166
250,80,143
250,90,111
250,100,128
250,110,71
250,120,70
250,130,150
250,140,157
250,150,46
250,160,198
250,170,82
250,180,54
250,190,210
250,200,39
250,210,103
250,220,40
250,230,125
250,240,71
250,250,42
300,1,7550
300,10,169
300,20,1564
300,30,3248
300,40,176
300,50,142
300,60,1724
300,70,79
300,80,86
300,90,132
300,100,175
300,110,133
300,120,73
300,130,60
300,140,91
300,150,106
300,160,58
300,170,142
300,180,50
300,190,47
300,200,66
300,210,55
300,220,39
300,230,60
300,240,134
300,250,57
350,1,2052
350,10,213
350,20,142
350,30,252
350,40,257
350,50,3788
350,60,156
350,70,169
350,80,146
350,90,165
350,100,198
350,110,6361
350,120,100
350,130,60
350,140,69
350,150,72
350,160,77
350,170,51
350,180,124
350,190,76
350,200,111
350,210,69
350,220,59
350,230,91
350,240,105
350,250,87
400,1,2338
400,10,3725
400,20,331
400,30,183
400,40,577
400,50,183
400,60,145
400,70,130
400,80,346
400,90,94
400,100,93
400,110,103
400,120,129
400,130,80
400,140,222
400,150,68
400,160,76
400,170,116
400,180,220
400,190,58
400,200,52
400,210,113
400,220,45
400,230,61
400,240,49
400,250,124
450,1,10659
450,10,476
450,20,2335
450,30,171
450,40,135
450,50,5018
450,60,208
450,70,1738
450,80,179
450,90,94
450,100,85
450,110,166
450,120,76
450,130,124
450,140,82
450,150,122
450,160,61
450,170,83
450,180,130
450,190,143
450,200,178
450,210,123
450,220,59
450,230,2791
450,240,125
450,250,81
500,1,2222
500,10,186
500,20,172
500,30,1666
500,40,12565
500,50,124
500,60,120
500,70,134
500,80,167
500,90,103
500,100,120
500,110,164
500,120,180
500,130,89
500,140,84
500,150,157
500,160,6471
500,170,90
500,180,189
500,190,70
500,200,69
500,210,96
500,220,100
500,230,45
500,240,60
500,250,57
550,1,4585
550,10,216
550,20,3321
550,30,196
550,40,208
550,50,117
550,60,136
550,70,94
550,80,136
550,90,100
550,100,181
550,110,82
550,120,58
550,130,231
550,140,191
550,150,80
550,160,206
550,170,189
550,180,89
550,190,190
550,200,69
550,210,119
550,220,145
550,230,104
550,240,53
550,250,97
600,1,4677
600,10,10347
600,20,5585
600,30,1316
600,40,197
600,50,1285
600,60,156
600,70,160
600,80,141
600,90,138
600,100,5411
600,110,124
600,120,7559
600,130,148
600,140,79
600,150,107
600,160,123
600,170,121
600,180,133
600,190,60
600,200,108
600,210,97
600,220,85
600,230,125
600,240,54
600,250,131
650,1,883
650,10,7431
650,20,180
650,30,239
650,40,130
650,50,240
650,60,157
650,70,146
650,80,156
650,90,134
650,100,86
650,110,235
650,120,173
650,130,133
650,140,139
650,150,65
650,160,132
650,170,62
650,180,148
650,190,128
650,200,105
650,210,77
650,220,7730
650,230,126
650,240,138
650,250,135
700,1,4152
700,10,2286
700,20,7743
700,30,208
700,40,175
700,50,174
700,60,8049
700,70,145
700,80,134
700,90,112
700,100,93
700,110,90
700,120,83
700,130,155
700,140,159
700,150,144
700,160,117
700,170,105
700,180,144
700,190,160
700,200,79
700,210,81
700,220,58
700,230,105
700,240,7657
700,250,189
750,1,4730
750,10,1688
750,20,2209
750,30,170
750,40,6366
750,50,288
750,60,187
750,70,208
750,80,140
750,90,156
750,100,140
750,110,94
750,120,196
750,130,73
750,140,284
750,150,212
750,160,60
750,170,61
750,180,59
750,190,151
750,200,81
750,210,141
750,220,116
750,230,54
750,240,105
750,250,72
800,1,100
800,10,175
800,20,2842
800,30,5764
800,40,160
800,50,3449
800,60,216
800,70,185
800,80,128
800,90,146
800,100,109
800,110,98
800,120,328
800,130,91
800,140,223
800,150,117
800,160,101
800,170,94
800,180,60
800,190,144
800,200,135
800,210,130
800,220,59
800,230,164
800,240,64
800,250,95
850,1,1278
850,10,254
850,20,221
850,30,322
850,40,179
850,50,185
850,60,10677
850,70,159
850,80,84
850,90,168
850,100,71
850,110,1405
850,120,262
850,130,86
850,140,1324
850,150,88
850,160,65
850,170,87
850,180,82
850,190,102
850,200,159
850,210,64
850,220,59
850,230,91
850,240,82
850,250,64
900,1,3131
900,10,3043
900,20,232
900,30,188
900,40,223
900,50,159
900,60,158
900,70,2969
900,80,101
900,90,1346
900,100,140
900,110,198
900,120,164
900,130,149
900,140,140
900,150,98
900,160,140
900,170,88
900,180,107
900,190,95
900,200,124
900,210,70
900,220,73
900,230,69
900,240,60
900,250,81
950,1,2142
950,10,4684
950,20,210
950,30,5857
950,40,153
950,50,2372
950,60,222
950,70,154
950,80,210
950,90,214
950,100,144
950,110,112
950,120,151
950,130,75
950,140,77
950,150,73
950,160,145
950,170,173
950,180,143
950,190,1318
950,200,122
950,210,75
950,220,124
950,230,91
950,240,107
950,250,79
1000,1,6302
1000,10,2768
1000,20,194
1000,30,1748
1000,40,178
1000,50,180
1000,60,188
1000,70,141
1000,80,259
1000,90,121
1000,100,153
1000,110,6686
1000,120,92
1000,130,186
1000,140,94
1000,150,107
1000,160,92
1000,170,105
1000,180,137
1000,190,84
1000,200,206
1000,210,13747
1000,220,81
1000,230,82
1000,240,59
1000,250,117
1050,1,1588
1050,10,4233
1050,20,593
1050,30,145
1050,40,211
1050,50,5017
1050,60,175
1050,70,220
1050,80,108
1050,90,283
1050,100,142
1050,110,195
1050,120,156
1050,130,117
1050,140,121
1050,150,182
1050,160,127
1050,170,146
1050,180,122
1050,190,74
1050,200,76
1050,210,165
1050,220,156
1050,230,130
1050,240,73
1050,250,122
1100,1,86
1100,10,307
1100,20,171
1100,30,1352
1100,40,1052
1100,50,219
1100,60,128
1100,70,143
1100,80,235
1100,90,93
1100,100,3826
1100,110,148
1100,120,112
1100,130,166
1100,140,124
1100,150,160
1100,160,77
1100,170,127
1100,180,125
1100,190,139
1100,200,154
1100,210,135
1100,220,76
1100,230,65
1100,240,142
1100,250,134
1150,1,1698
1150,10,970
1150,20,217
1150,30,161
1150,40,3075
1150,50,179
1150,60,3045
1150,70,296
1150,80,101
1150,90,149
1150,100,93
1150,110,5569
1150,120,166
1150,130,88
1150,140,190
1150,150,159
1150,160,75
1150,170,97
1150,180,157
1150,190,177
1150,200,158
1150,210,90
1150,220,160
1150,230,97
1150,240,134
1150,250,145
1200,1,2386
1200,10,3872
1200,20,1322
1200,30,185
1200,40,229
1200,50,216
1200,60,246
1200,70,205
1200,80,151
1200,90,222
1200,100,230
1200,110,117
1200,120,154
1200,130,89
1200,140,75
1200,150,174
1200,160,203
1200,170,225
1200,180,95
1200,190,200
1200,200,142
1200,210,99
1200,220,111
1200,230,208
1200,240,87
1200,250,64
1250,1,1670
1250,10,5011
1250,20,167
1250,30,155
1250,40,4303
1250,50,162
1250,60,190
1250,70,193
1250,80,110
1250,90,185
1250,100,6136
1250,110,4948
1250,120,156
1250,130,151
1250,140,175
1250,150,172
1250,160,84
1250,170,12654
1250,180,80
1250,190,87
1250,200,75
1250,210,98
1250,220,178
1250,230,2121
1250,240,65
1250,250,86
1300,1,6804
1300,10,1635
1300,20,19359
1300,30,114
1300,40,174
1300,50,151
1300,60,1109
1300,70,180
1300,80,118
1300,90,109
1300,100,113
1300,110,164
1300,120,115
1300,130,144
1300,140,101
1300,150,85
1300,160,129
1300,170,120
1300,180,140
1300,190,4916
1300,200,187
1300,210,114
1300,220,140
1300,230,89
1300,240,2830
1300,250,88
1350,1,5222
1350,10,11868
1350,20,2093
1350,30,4625
1350,40,196
1350,50,9297
1350,60,166
1350,70,177
1350,80,2181
1350,90,159
1350,100,2261
1350,110,209
1350,120,100
1350,130,184
1350,140,108
1350,150,83
1350,160,200
1350,170,216
1350,180,151
1350,190,214
1350,200,130
1350,210,103
1350,220,103
1350,230,81
1350,240,154
1350,250,83
1400,1,2915
1400,10,165
1400,20,2743
1400,30,189
1400,40,7707
1400,50,195
1400,60,179
1400,70,143
1400,80,167
1400,90,209
1400,100,159
1400,110,234
1400,120,155
1400,130,96
1400,140,100
1400,150,2847
1400,160,100
1400,170,241
1400,180,68
1400,190,64
1400,200,76
1400,210,144
1400,220,75
1400,230,4901
1400,240,80
1400,250,75
1450,1,6672
1450,10,290
1450,20,1040
1450,30,8401
1450,40,7023
1450,50,180
1450,60,160
1450,70,140
1450,80,109
1450,90,2942
1450,100,285
1450,110,166
1450,120,7949
1450,130,82
1450,140,84
1450,150,222
1450,160,79
1450,170,96
1450,180,71
1450,190,88
1450,200,145
1450,210,91
1450,220,128
1450,230,79
1450,240,93
1450,250,62
1500,1,2652
1500,10,3600
1500,20,1605
1500,30,264
1500,40,190
1500,50,123
1500,60,166
1500,70,185
1500,80,226
1500,90,107
1500,100,136
1500,110,3425
1500,120,118
1500,130,123
1500,140,94
1500,150,194
1500,160,153
1500,170,72
1500,180,82
1500,190,138
1500,200,96
1500,210,71
1500,220,103
1500,230,75
1500,240,75
1500,250,104
1550,1,112
1550,10,2119
1550,20,3628
1550,30,5363
1550,40,244
1550,50,4630
1550,60,219
1550,70,3708
1550,80,160
1550,90,103
1550,100,239
1550,110,152
1550,120,149
1550,130,163
1550,140,139
1550,150,160
1550,160,143
1550,170,81
1550,180,4178
1550,190,245
1550,200,3520
1550,210,82
1550,220,125
1550,230,81
1550,240,172
1550,250,68
1600,1,5317
1600,10,1757
1600,20,216
1600,30,218
1600,40,158
1600,50,267
1600,60,202
1600,70,195
1600,80,1470
1600,90,102
1600,100,120
1600,110,157
1600,120,105
1600,130,93
1600,140,1073
1600,150,143
1600,160,131
1600,170,99
1600,180,144
1600,190,4965
1600,200,1288
1600,210,96
1600,220,64
1600,230,150
1600,240,87
1600,250,137
1650,1,4966
1650,10,4166
1650,20,197
1650,30,2517
1650,40,267
1650,50,185
1650,60,1154
1650,70,148
1650,80,178
1650,90,132
1650,100,8397
1650,110,133
1650,120,4468
1650,130,182
1650,140,135
1650,150,95
1650,160,96
1650,170,149
1650,180,101
1650,190,86
1650,200,113
1650,210,98
1650,220,169
1650,230,158
1650,240,76
1650,250,88
1700,1,4772
1700,10,202
1700,20,10457
1700,30,225
1700,40,3043
1700,50,10016
1700,60,301
1700,70,1609
1700,80,184
1700,90,199
1700,100,175
1700,110,5875
1700,120,94
1700,130,251
1700,140,203
1700,150,100
1700,160,121
1700,170,147
1700,180,141
1700,190,146
1700,200,104
1700,210,87
1700,220,125
1700,230,104
1700,240,77
1700,250,108
1750,1,9694
1750,10,4794
1750,20,7346
1750,30,11413
1750,40,6525
1750,50,2103
1750,60,185
1750,70,252
1750,80,157
1750,90,206
1750,100,165
1750,110,309
1750,120,143
1750,130,280
1750,140,154
1750,150,101
1750,160,134
1750,170,214
1750,180,147
1750,190,92
1750,200,233
1750,210,91
1750,220,100
1750,230,164
1750,240,100
1750,250,71
1800,1,6660
1800,10,3126
1800,20,200
1800,30,9011
1800,40,4703
1800,50,174
1800,60,189
1800,70,227
1800,80,2351
1800,90,173
1800,100,1044
1800,110,160
1800,120,6290
1800,130,113
1800,140,102
1800,150,93
1800,160,80
1800,170,99
1800,180,148
1800,190,121
1800,200,88
1800,210,145
1800,220,126
1800,230,150
1800,240,156
1800,250,102
1850,1,9113
1850,10,6510
1850,20,3830
1850,30,215
1850,40,4308
1850,50,6698
1850,60,331
1850,70,172
1850,80,90
1850,90,122
1850,100,263
1850,110,1851
1850,120,178
1850,130,189
1850,140,163
1850,150,1858
1850,160,92
1850,170,79
1850,180,217
1850,190,155
1850,200,83
1850,210,2947
1850,220,115
1850,230,159
1850,240,79
1850,250,81
1900,1,140
1900,10,1920
1900,20,3083
1900,30,2359
1900,40,5078
1900,50,3109
1900,60,172
1900,70,146
1900,80,163
1900,90,214
1900,100,241
1900,110,8314
1900,120,219
