2,2,137
2,4,91
2,6,73
2,8,75
2,10,78
2,12,81
2,14,80
2,16,83
2,18,70
2,20,76
2,22,69
2,24,70
2,26,86
2,28,69
2,30,70
2,32,70
2,34,70
2,36,70
2,38,70
2,40,70
2,42,70
2,44,83
2,46,70
2,48,70
2,50,70
2,52,70
2,54,70
2,56,76
2,58,70
2,60,70
2,62,70
2,64,82
2,66,70
2,68,70
2,70,70
4,2,1082
4,4,106
4,6,88
4,8,105
4,10,99
4,12,81
4,14,84
4,16,91
4,18,85
4,20,85
4,22,70
4,24,85
4,26,69
4,28,87
4,30,92
4,32,70
4,34,69
4,36,106
4,38,70
4,40,70
4,42,69
4,44,69
4,46,70
4,48,70
4,50,69
4,52,81
4,54,69
4,56,70
4,58,70
4,60,70
4,62,70
4,64,69
4,66,88
4,68,69
4,70,69
6,2,4136
6,4,189
6,6,176
6,8,98
6,10,103
6,12,108
6,14,91
6,16,83
6,18,86
6,20,91
6,22,92
6,24,82
6,26,83
6,28,75
6,30,85
6,32,83
6,34,70
6,36,70
6,38,70
6,40,70
6,42,70
6,44,70
6,46,82
6,48,83
6,50,83
6,52,75
6,54,70
6,56,70
6,58,70
6,60,83
6,62,83
6,64,83
6,66,70
6,68,82
6,70,70
8,2,1765
8,4,124
8,6,105
8,8,106
8,10,130
8,12,95
8,14,96
8,16,95
8,18,87
8,20,87
8,22,96
8,24,96
8,26,78
8,28,87
8,30,90
8,32,90
8,34,70
8,36,70
8,38,70
8,40,70
8,42,96
8,44,70
8,46,84
8,48,75
8,50,85
8,52,75
8,54,75
8,56,91
8,58,91
8,60,84
8,62,84
8,64,70
8,66,70
8,68,70
8,70,70
10,2,4115
10,4,8083
10,6,2357
10,8,115
10,10,129
10,12,126
10,14,114
10,16,99
10,18,87
10,20,107
10,22,107
10,24,85
10,26,106
10,28,96
10,30,89
10,32,70
10,34,70
10,36,85
10,38,70
10,40,70
10,42,70
10,44,70
10,46,76
10,48,70
10,50,70
10,52,70
