1,1,1,1,43
1,1,25,1,43
1,1,50,1,43
1,1,75,1,43
1,1,100,1,43
1,1,125,1,43
1,1,150,1,43
1,1,175,1,43
1,1,200,1,43
1,1,1,7,43
1,1,25,7,43
1,1,50,7,43
1,1,75,7,43
1,1,100,7,43
1,1,125,7,42
1,1,150,7,43
1,1,175,7,43
1,1,200,7,43
1,1,1,14,43
1,1,25,14,43
1,1,50,14,43
1,1,75,14,43
1,1,100,14,43
1,1,125,14,43
1,1,150,14,43
1,1,175,14,43
1,1,200,14,42
1,1,1,21,43
1,1,25,21,43
1,1,50,21,43
1,1,75,21,43
1,1,100,21,43
1,1,125,21,43
1,1,150,21,43
1,1,175,21,43
1,1,200,21,43
1,1,1,28,42
1,1,25,28,43
1,1,50,28,43
1,1,75,28,43
1,1,100,28,43
1,1,125,28,43
1,1,150,28,43
1,1,175,28,43
1,1,200,28,42
1,1,1,35,43
1,1,25,35,43
1,1,50,35,43
1,1,75,35,43
1,1,100,35,43
1,1,125,35,43
1,1,150,35,43
1,1,175,35,42
1,1,200,35,43
1,1,1,42,43
1,1,25,42,43
1,1,50,42,43
1,1,75,42,42
1,1,100,42,43
1,1,125,42,43
1,1,150,42,43
1,1,175,42,42
1,1,200,42,43
1,1,1,49,43
1,1,25,49,43
1,1,50,49,43
1,1,75,49,42
1,1,100,49,43
1,1,125,49,43
1,1,150,49,43
1,1,175,49,42
1,1,200,49,43
1,1,1,56,43
1,1,25,56,43
1,1,50,56,43
1,1,75,56,42
1,1,100,56,43
1,1,125,56,43
1,1,150,56,43
1,1,175,56,42
1,1,200,56,43
1,1,1,63,43
1,1,25,63,43
1,1,50,63,43
1,1,75,63,42
1,1,100,63,43
1,1,125,63,43
1,1,150,63,43
1,1,175,63,42
1,1,200,63,43
1,1,1,70,43
1,1,25,70,43
1,1,50,70,43
1,1,75,70,42
1,1,100,70,43
1,1,125,70,43
1,1,150,70,43
1,1,175,70,42
1,1,200,70,43
1,300,1,1,96
1,300,25,1,765
1,300,50,1,1781
1,300,75,1,932
1,300,100,1,930
1,300,125,1,1634
1,300,150,1,3294
1,300,175,1,2917
1,300,200,1,1850
1,300,1,7,75
1,300,25,7,1717
1,300,50,7,2888
1,300,75,7,732
1,300,100,7,671
1,300,125,7,1016
1,300,150,7,696
1,300,175,7,761
1,300,200,7,3393
1,300,1,14,82
1,300,25,14,1069
1,300,50,14,784
1,300,75,14,2739
1,300,100,14,779
1,300,125,14,784
1,300,150,14,2332
1,300,175,14,724
1,300,200,14,720
1,300,1,21,70
1,300,25,21,140
1,300,50,21,1689
1,300,75,21,1047
1,300,100,21,811
1,300,125,21,752
1,300,150,21,1857
1,300,175,21,697
1,300,200,21,766
1,300,1,28,70
1,300,25,28,113
1,300,50,28,133
1,300,75,28,224
1,300,100,28,999
1,300,125,28,2307
1,300,150,28,748
1,300,175,28,621
1,300,200,28,4760
1,300,1,35,70
1,300,25,35,86
1,300,50,35,99
1,300,75,35,7535
1,300,100,35,3264
1,300,125,35,2221
1,300,150,35,2151
1,300,175,35,791
1,300,200,35,3496
1,300,1,42,70
1,300,25,42,82
1,300,50,42,110
1,300,75,42,397
1,300,100,42,7550
1,300,125,42,4736
1,300,150,42,3329
1,300,175,42,3078
1,300,200,42,801
1,300,1,49,70
1,300,25,49,83
1,300,50,49,90
1,300,75,49,108
1,300,100,49,1416
1,300,125,49,1968
1,300,150,49,5731
1,300,175,49,1788
1,300,200,49,1017
1,300,1,56,70
1,300,25,56,92
1,300,50,56,100
1,300,75,56,95
1,300,100,56,263
1,300,125,56,128
1,300,150,56,171
1,300,175,56,144
1,300,200,56,1573
1,300,1,63,70
1,300,25,63,91
1,300,50,63,99
1,300,75,63,124
1,300,100,63,121
1,300,125,63,128
1,300,150,63,5947
1,300,175,63,121
1,300,200,63,4949
1,300,1,70,70
1,300,25,70,72
1,300,50,70,100
1,300,75,70,99
1,300,100,70,165
1,300,125,70,137
1,300,150,70,135
1,300,175,70,123
1,300,200,70,132
1,600,1,1,131
1,600,25,1,884
1,600,50,1,1758
1,600,75,1,986
1,600,100,1,916
1,600,125,1,3429
1,600,150,1,3349
1,600,175,1,1015
1,600,200,1,1895
1,600,1,7,83
1,600,25,7,797
1,600,50,7,3484
1,600,75,7,1623
1,600,100,7,1522
1,600,125,7,787
1,600,150,7,675
1,600,175,7,2259
1,600,200,7,785
1,600,1,14,70
1,600,25,14,360
1,600,50,14,2727
1,600,75,14,815
1,600,100,14,635
1,600,125,14,700
1,600,150,14,732
1,600,175,14,824
1,600,200,14,824
1,600,1,21,68
1,600,25,21,90
1,600,50,21,2566
1,600,75,21,3478
1,600,100,21,838
1,600,125,21,821
1,600,150,21,3966
1,600,175,21,886
1,600,200,21,882
1,600,1,28,56
1,600,25,28,92
1,600,50,28,1331
1,600,75,28,2237
1,600,100,28,980
1,600,125,28,4556
1,600,150,28,664
1,600,175,28,974
1,600,200,28,672
1,600,1,35,69
1,600,25,35,106
1,600,50,35,99
1,600,75,35,200
1,600,100,35,2063
1,600,125,35,2365
1,600,150,35,1948
1,600,175,35,3806
1,600,200,35,1537
1,600,1,42,69
1,600,25,42,117
1,600,50,42,119
1,600,75,42,5722
1,600,100,42,4677
1,600,125,42,6597
1,600,150,42,2183
1,600,175,42,853
1,600,200,42,1508
1,600,1,49,70
1,600,25,49,90
1,600,50,49,95
1,600,75,49,124
1,600,100,49,2930
1,600,125,49,149
1,600,150,49,99
1,600,175,49,2448
1,600,200,49,951
1,600,1,56,70
1,600,25,56,100
1,600,50,56,97
1,600,75,56,122
1,600,100,56,120
1,600,125,56,101
1,600,150,56,114
1,600,175,56,1186
1,600,200,56,1287
1,600,1,63,70
1,600,25,63,93
1,600,50,63,108
1,600,75,63,122
1,600,100,63,152
1,600,125,63,102
1,600,150,63,110
1,600,175,63,123
1,600,200,63,118
1,600,1,70,70
1,600,25,70,104
1,600,50,70,95
1,600,75,70,122
1,600,100,70,166
1,600,125,70,121
1,600,150,70,117
1,600,175,70,194
1,600,200,70,3674
1,900,1,1,272
1,900,25,1,1548
1,900,50,1,771
1,900,75,1,947
1,900,100,1,873
1,900,125,1,2608
1,900,150,1,1948
1,900,175,1,2797
1,900,200,1,1064
1,900,1,7,87
1,900,25,7,1120
1,900,50,7,2510
1,900,75,7,704
1,900,100,7,648
1,900,125,7,1623
1,900,150,7,1497
1,900,175,7,1311
1,900,200,7,778
1,900,1,14,71
1,900,25,14,632
1,900,50,14,2267
1,900,75,14,1417
1,900,100,14,2365
1,900,125,14,2981
1,900,150,14,731
1,900,175,14,749
1,900,200,14,4235
1,900,1,21,70
1,900,25,21,134
1,900,50,21,3318
1,900,75,21,1213
1,900,100,21,1159
1,900,125,21,2278
1,900,150,21,3545
1,900,175,21,594
1,900,200,21,936
1,900,1,28,71
1,900,25,28,92
1,900,50,28,122
1,900,75,28,10165
1,900,100,28,2202
1,900,125,28,732
1,900,150,28,769
1,900,175,28,826
1,900,200,28,742
1,900,1,35,71
1,900,25,35,98
1,900,50,35,107
1,900,75,35,2712
1,900,100,35,3188
1,900,125,35,1045
1,900,150,35,735
1,900,175,35,818
1,900,200,35,933
1,900,1,42,71
1,900,25,42,102
1,900,50,42,121
1,900,75,42,6374
1,900,100,42,3131
1,900,125,42,3112
1,900,150,42,3733
1,900,175,42,2136
1,900,200,42,2233
1,900,1,49,71
1,900,25,49,93
1,900,50,49,107
1,900,75,49,121
1,900,100,49,97
1,900,125,49,127
1,900,150,49,984
