1,1,2,44
1,1,142,44
1,1,89,44
1,10,2,58
1,10,142,24
1,10,89,53
1,20,2,49
1,20,142,5
1,20,89,32
1,30,2,9
1,30,142,11
1,30,89,14
1,40,2,16
1,40,142,8
1,40,89,7
1,50,2,5
1,50,142,14
1,50,89,16
1,60,2,23
1,60,142,6
1,60,89,11
1,70,2,5
1,70,142,7
1,70,89,8
1,80,2,10
1,80,142,13
1,80,89,7
1,90,2,13
1,90,142,9
1,90,89,7
1,100,2,5
1,100,142,5
1,100,89,6
1,110,2,6
1,110,142,18
1,110,89,6
1,120,2,6
1,120,142,9
1,120,89,5
1,130,2,8
1,130,142,5
1,130,89,7
1,140,2,5
1,140,142,7
1,140,89,6
1,150,2,5
1,150,142,5
1,150,89,10
1,160,2,7
1,160,142,6
1,160,89,5
1,170,2,5
1,170,142,6
1,170,89,6
1,180,2,7
1,180,142,5
1,180,89,7
1,190,2,5
1,190,142,5
1,190,89,6
1,200,2,7
1,200,142,5
1,200,89,6
1,210,2,6
1,210,142,5
1,210,89,7
1,220,2,6
1,220,142,6
1,220,89,5
1,230,2,6
1,230,142,5
1,230,89,6
1,240,2,5
1,240,142,5
1,240,89,6
1,250,2,6
1,250,142,7
1,250,89,6
50,1,2,4948
50,1,142,8230
50,1,89,2143
50,10,2,151
50,10,142,7945
50,10,89,212
50,20,2,2917
50,20,142,3057
50,20,89,3369
50,30,2,226
50,30,142,184
50,30,89,238
50,40,2,77
50,40,142,9033
50,40,89,52
50,50,2,211
50,50,142,91
50,50,89,39
50,60,2,80
50,60,142,191
50,60,89,138
50,70,2,90
50,70,142,113
50,70,89,78
50,80,2,37
50,80,142,92
50,80,89,45
50,90,2,28
50,90,142,40
50,90,89,101
50,100,2,16
50,100,142,39
50,100,89,32
50,110,2,31
50,110,142,41
50,110,89,51
50,120,2,30
50,120,142,97
50,120,89,18
50,130,2,35
50,130,142,86
50,130,89,29
50,140,2,21
50,140,142,31
50,140,89,16
50,150,2,33
50,150,142,92
50,150,89,14
50,160,2,40
50,160,142,32
50,160,89,44
50,170,2,17
50,170,142,30
50,170,89,26
50,180,2,14
50,180,142,31
50,180,89,110
50,190,2,18
50,190,142,16
50,190,89,34
50,200,2,10
50,200,142,15
50,200,89,25
50,210,2,13
50,210,142,15
50,210,89,15
50,220,2,10
50,220,142,11
50,220,89,27
50,230,2,12
50,230,142,9
50,230,89,17
50,240,2,30
50,240,142,11
50,240,89,40
50,250,2,9
50,250,142,10
50,250,89,24
100,1,2,9153
100,1,142,6071
100,1,89,15881
100,10,2,253
100,10,142,253
100,10,89,1576
100,20,2,210
100,20,142,8539
100,20,89,169
100,30,2,231
100,30,142,2479
100,30,89,12928
100,40,2,147
100,40,142,187
100,40,89,158
100,50,2,4021
100,50,142,146
100,50,89,121
100,60,2,85
100,60,142,375
100,60,89,67
100,70,2,55
100,70,142,121
100,70,89,115
100,80,2,86
100,80,142,135
100,80,89,78
100,90,2,41
100,90,142,99
100,90,89,187
100,100,2,121
100,100,142,67
100,100,89,41
100,110,2,124
100,110,142,189
100,110,89,74
100,120,2,78
100,120,142,53
100,120,89,157
100,130,2,42
100,130,142,5479
100,130,89,54
100,140,2,39
100,140,142,31
100,140,89,40
100,150,2,90
100,150,142,157
100,150,89,75
100,160,2,4238
100,160,142,39
100,160,89,41
100,170,2,74
100,170,142,43
100,170,89,37
100,180,2,22
100,180,142,21
100,180,89,40
100,190,2,84
100,190,142,25
100,190,89,68
100,200,2,24
100,200,142,54
100,200,89,45
100,210,2,22
100,210,142,25
100,210,89,97
100,220,2,19
100,220,142,82
100,220,89,25
100,230,2,18
100,230,142,41
100,230,89,32
100,240,2,14
100,240,142,39
100,240,89,39
100,250,2,22
100,250,142,39
100,250,89,22
150,1,2,2701
150,1,142,2183
150,1,89,7378
150,10,2,5237
150,10,142,4855
150,10,89,4766
150,20,2,796
150,20,142,3490
150,20,89,4756
150,30,2,6058
150,30,142,123
150,30,89,95
150,40,2,2725
150,40,142,244
150,40,89,145
150,50,2,320
150,50,142,138
150,50,89,186
150,60,2,84
150,60,142,170
150,60,89,140
150,70,2,128
150,70,142,86
150,70,89,79
150,80,2,65
150,80,142,227
150,80,89,4947
150,90,2,186
150,90,142,176
150,90,89,3240
150,100,2,61
150,100,142,70
150,100,89,103
150,110,2,1704
150,110,142,1275
150,110,89,144
150,120,2,134
150,120,142,88
150,120,89,124
